mkt_ccode,dep_airport,cancel_code,arr_airport,day_week_name,month__name,route,mkt_fl_no,date,dep_delay_time_actual,arr_delay_time_actual,mins_late_delay_code_e_carrier,mins_late_delay_code_f_weather,mins_late_delay_code_g_nas,mins_late_delay_code_h_security,mins_late_delay_code_i_late_arr_flight,delay
F9,SLC,0,LAS,Mon,Sep,SLC-LAS,2006,9/19/22,36,42,0,0,42,0,0,1
F9,TPA,0,DFW,Sun,Aug,TPA-DFW,2567,8/28/22,144,140,60,0,0,0,80,1
F9,IAH,0,LAS,Mon,Sep,IAH-LAS,2139,9/26/22,-3,-18,0,0,0,0,0,0
F9,MCO,0,SJU,Thu,Apr,MCO-SJU,110,4/14/22,-5,8,0,0,0,0,0,1
F9,MIA,0,ATL,Wed,Feb,MIA-ATL,1517,2/16/22,-9,-14,0,0,0,0,0,0
F9,PHL,0,ATL,Tue,Jul,PHL-ATL,2383,7/26/22,9,-18,0,0,0,0,0,0
F9,PHX,0,LAS,Mon,Jul,PHX-LAS,2151,7/11/22,-1,13,0,0,0,0,0,1
F9,ONT,0,MCO,Mon,Aug,ONT-MCO,1150,8/1/22,143,137,137,0,0,0,0,1
F9,MDW,0,LAS,Wed,Jul,MDW-LAS,2115,7/27/22,-6,30,0,0,30,0,0,1
F9,MCO,0,ATL,Fri,Feb,MCO-ATL,1013,2/11/22,3,-5,0,0,0,0,0,0
F9,PDX,0,LAS,Fri,Sep,PDX-LAS,2172,9/16/22,112,92,0,0,0,0,92,1
F9,MCO,0,BUF,Mon,Aug,MCO-BUF,1038,8/15/22,-3,-11,0,0,0,0,0,0
F9,MSP,0,DEN,Tue,Jan,MSP-DEN,459,1/11/22,32,3,0,0,0,0,0,1
F9,PHX,0,CLE,Tue,Feb,PHX-CLE,2414,2/22/22,0,-11,0,0,0,0,0,0
F9,SJU,0,PHL,Sat,Aug,SJU-PHL,113,8/27/22,-3,-22,0,0,0,0,0,0
F9,PHX,0,DEN,Wed,Sep,PHX-DEN,758,9/14/22,-5,-10,0,0,0,0,0,0
F9,DEN,0,DCA,Sun,Jun,DEN-DCA,534,6/12/22,27,24,24,0,0,0,0,1
F9,MEM,0,MCO,Sun,Jun,MEM-MCO,1122,6/5/22,50,51,27,0,14,0,10,1
F9,MCO,0,BUF,Fri,Feb,MCO-BUF,1040,2/4/22,39,47,3,0,24,0,20,1
F9,DEN,0,GRR,Fri,Sep,DEN-GRR,498,9/16/22,0,-2,0,0,0,0,0,0
F9,MCO,0,CVG,Mon,May,MCO-CVG,1062,5/9/22,12,29,10,0,19,0,0,1
F9,COS,0,LAS,Fri,Feb,COS-LAS,2021,2/18/22,1,-22,0,0,0,0,0,0
F9,DTW,0,MCO,Wed,Mar,DTW-MCO,1071,3/2/22,-1,-8,0,0,0,0,0,0
F9,DFW,0,LAS,Sat,Sep,DFW-LAS,2119,9/24/22,-8,7,0,0,0,0,0,1
F9,TTN,B,TPA,Mon,Jan,TTN-TPA,827,1/17/22,0,0,0,0,0,0,0,0
F9,LAS,0,BUR,Fri,May,LAS-BUR,1985,5/13/22,3,7,0,0,0,0,0,1
F9,LAS,0,BWI,Mon,Sep,LAS-BWI,1946,9/5/22,-7,9,0,0,0,0,0,1
F9,LAS,0,SAN,Thu,May,LAS-SAN,2127,5/19/22,11,25,2,0,23,0,0,1
F9,DEN,B,CLE,Thu,Feb,DEN-CLE,524,2/3/22,0,0,0,0,0,0,0,0
F9,ATL,0,SJU,Sun,Aug,ATL-SJU,100,8/28/22,79,66,1,0,0,0,65,1
F9,ONT,0,SFO,Mon,Feb,ONT-SFO,2755,2/14/22,-11,-16,0,0,0,0,0,0
F9,MCO,0,PHL,Sat,Aug,MCO-PHL,1172,8/6/22,-9,-8,0,0,0,0,0,0
F9,LAS,0,DEN,Sun,Aug,LAS-DEN,774,8/28/22,-12,-10,0,0,0,0,0,0
F9,LAS,0,SNA,Fri,Apr,LAS-SNA,2123,4/8/22,-5,-3,0,0,0,0,0,0
F9,DEN,0,DCA,Wed,Mar,DEN-DCA,538,3/2/22,-7,-18,0,0,0,0,0,0
F9,DEN,0,ORD,Tue,Jan,DEN-ORD,410,1/4/22,3,37,3,0,34,0,0,1
F9,ATL,0,CLE,Sat,Aug,ATL-CLE,2450,8/13/22,-9,-14,0,0,0,0,0,0
F9,MCO,0,SJU,Sat,Jun,MCO-SJU,106,6/11/22,49,41,15,0,0,0,26,1
F9,MCO,B,ISP,Sat,Jan,MCO-ISP,1094,1/29/22,0,0,0,0,0,0,0,0
F9,CVG,0,RSW,Sun,Jan,CVG-RSW,1745,1/30/22,45,23,0,0,0,0,23,1
F9,DEN,0,PHX,Fri,Jul,DEN-PHX,751,7/22/22,-2,-1,0,0,0,0,0,0
F9,MCO,0,LAS,Fri,Jul,MCO-LAS,1105,7/8/22,0,20,0,0,20,0,0,1
F9,DEN,0,BWI,Tue,Aug,DEN-BWI,726,8/16/22,-7,-27,0,0,0,0,0,0
F9,MSP,0,DEN,Sun,Aug,MSP-DEN,459,8/7/22,-7,-13,0,0,0,0,0,0
F9,LAS,0,ORD,Sun,Apr,LAS-ORD,1418,4/24/22,12,19,12,0,7,0,0,1
F9,TTN,0,MCO,Sat,Jan,TTN-MCO,801,1/22/22,22,26,0,0,4,0,22,1
F9,CVG,0,MCO,Thu,Mar,CVG-MCO,1065,3/31/22,117,245,0,0,136,0,109,1
F9,LAS,0,MKE,Tue,Jul,LAS-MKE,2050,7/12/22,-10,-16,0,0,0,0,0,0
F9,LAS,0,DEN,Thu,Feb,LAS-DEN,770,2/17/22,-7,-15,0,0,0,0,0,0
F9,ILG,0,MCO,Mon,Jan,ILG-MCO,1255,1/24/22,50,48,0,0,0,0,48,1
F9,LAS,0,DFW,Mon,Jan,LAS-DFW,2136,1/3/22,2,-12,0,0,0,0,0,0
F9,PHX,0,SFO,Sat,Aug,PHX-SFO,2793,8/6/22,-10,-23,0,0,0,0,0,0
F9,DEN,0,LAS,Sun,Sep,DEN-LAS,773,9/11/22,-4,-20,0,0,0,0,0,0
F9,DEN,0,SLC,Tue,Sep,DEN-SLC,573,9/6/22,-9,-17,0,0,0,0,0,0
F9,MDW,0,ATL,Fri,Aug,MDW-ATL,1355,8/12/22,-11,-2,0,0,0,0,0,0
F9,PHX,0,LAS,Mon,Feb,PHX-LAS,2155,2/28/22,-6,-13,0,0,0,0,0,0
F9,DEN,0,DCA,Sun,May,DEN-DCA,538,5/15/22,-6,-1,0,0,0,0,0,0
F9,MCO,0,IND,Sun,Jul,MCO-IND,1090,7/24/22,27,21,21,0,0,0,0,1
F9,PHL,0,BOS,Sat,Jun,PHL-BOS,2286,6/18/22,3,-1,0,0,0,0,0,0
F9,DEN,0,LAS,Fri,Sep,DEN-LAS,1102,9/16/22,5,4,0,0,0,0,0,1
F9,PHL,0,MCO,Thu,Jan,PHL-MCO,1165,1/20/22,-3,-10,0,0,0,0,0,0
F9,LAS,0,MCO,Fri,Feb,LAS-MCO,1102,2/18/22,-2,-14,0,0,0,0,0,0
F9,PHX,0,SAN,Sun,Jan,PHX-SAN,2947,1/23/22,-13,-36,0,0,0,0,0,0
F9,DEN,0,CLE,Tue,Mar,DEN-CLE,522,3/22/22,-3,-20,0,0,0,0,0,0
F9,IND,0,MCO,Fri,Feb,IND-MCO,1089,2/25/22,151,160,14,0,9,0,137,1
F9,TPA,0,CLE,Sat,Feb,TPA-CLE,2434,2/12/22,35,24,16,0,5,0,3,1
F9,ATL,0,ISP,Wed,Mar,ATL-ISP,1500,3/23/22,2,-15,0,0,0,0,0,0
F9,TPA,0,ATL,Sat,Aug,TPA-ATL,2550,8/27/22,-3,-12,0,0,0,0,0,0
F9,MCO,0,CLT,Sun,Jun,MCO-CLT,1050,6/19/22,12,1,0,0,0,0,0,1
F9,DEN,0,GRR,Sat,Aug,DEN-GRR,498,8/13/22,-3,-2,0,0,0,0,0,0
F9,SWF,0,ATL,Sun,Jun,SWF-ATL,1495,6/19/22,24,5,0,0,0,0,0,1
F9,TPA,0,CVG,Sat,Jul,TPA-CVG,27,7/16/22,-3,23,0,0,23,0,0,1
F9,PNS,0,MCO,Mon,May,PNS-MCO,1306,5/16/22,36,61,0,0,25,0,36,1
F9,DEN,0,IAH,Wed,Sep,DEN-IAH,574,9/7/22,13,-3,0,0,0,0,0,0
F9,MCO,0,PVD,Tue,Apr,MCO-PVD,1182,4/19/22,0,7,0,0,0,0,0,1
F9,PHL,0,BOS,Mon,Jul,PHL-BOS,2286,7/25/22,-9,14,0,0,0,0,0,1
F9,DEN,0,SFO,Tue,Jul,DEN-SFO,665,7/19/22,0,-10,0,0,0,0,0,0
F9,ATL,0,PVD,Fri,Aug,ATL-PVD,1546,8/12/22,0,-18,0,0,0,0,0,0
F9,MCO,0,BWI,Tue,Aug,MCO-BWI,1242,8/16/22,-10,-15,0,0,0,0,0,0
F9,CLT,0,PHL,Sun,Jul,CLT-PHL,2312,7/10/22,-9,-16,0,0,0,0,0,0
F9,DCA,0,DEN,Sun,May,DCA-DEN,535,5/29/22,1,-13,0,0,0,0,0,0
F9,MCO,0,PVD,Fri,Mar,MCO-PVD,1182,3/11/22,-8,-10,0,0,0,0,0,0
F9,SEA,0,DEN,Sun,Sep,SEA-DEN,424,9/25/22,35,40,0,0,5,0,35,1
F9,MIA,0,PHL,Mon,Jan,MIA-PHL,2288,1/17/22,-9,-16,0,0,0,0,0,0
F9,CLE,0,LAS,Mon,Feb,CLE-LAS,2015,2/14/22,19,11,0,0,0,0,0,1
F9,MCO,0,BWI,Mon,Jan,MCO-BWI,1244,1/3/22,63,56,52,0,0,0,4,1
F9,PBI,0,ISP,Wed,Feb,PBI-ISP,2868,2/23/22,-1,-5,0,0,0,0,0,0
F9,LGA,0,MCO,Fri,Sep,LGA-MCO,1335,9/9/22,237,227,121,0,55,0,51,1
F9,TTN,0,CLT,Sun,May,TTN-CLT,883,5/29/22,-18,18,0,0,18,0,0,1
F9,ISP,0,TPA,Thu,May,ISP-TPA,2521,5/19/22,-13,-15,0,0,0,0,0,0
F9,MEM,0,DEN,Tue,Aug,MEM-DEN,731,8/9/22,-12,-34,0,0,0,0,0,0
F9,HRL,0,DEN,Wed,Apr,HRL-DEN,707,4/27/22,31,39,0,0,39,0,0,1
F9,DFW,0,LAS,Sat,Mar,DFW-LAS,2135,3/26/22,-7,-34,0,0,0,0,0,0
F9,CVG,0,TPA,Wed,Feb,CVG-TPA,1759,2/9/22,47,34,0,0,0,0,34,1
F9,DEN,0,MEM,Sun,Jul,DEN-MEM,730,7/24/22,57,54,12,0,0,0,42,1
F9,PVD,0,MCO,Sun,Jan,PVD-MCO,1183,1/9/22,12,7,0,0,0,0,0,1
F9,DEN,0,CLE,Mon,May,DEN-CLE,522,5/9/22,-4,-21,0,0,0,0,0,0
F9,DEN,0,BWI,Sun,Apr,DEN-BWI,726,4/24/22,3,-7,0,0,0,0,0,0
F9,LAS,0,DEN,Fri,Jan,LAS-DEN,772,1/14/22,-2,16,0,0,16,0,0,1
F9,LAS,0,ATL,Wed,Mar,LAS-ATL,2000,3/16/22,78,70,41,0,0,0,29,1
F9,ONT,0,DFW,Wed,May,ONT-DFW,2734,5/4/22,121,120,36,0,0,0,84,1
F9,DEN,0,LAS,Thu,Jul,DEN-LAS,779,7/21/22,20,4,0,0,0,0,0,1
F9,DEN,0,DFW,Sun,Aug,DEN-DFW,504,8/28/22,-5,-9,0,0,0,0,0,0
F9,OAK,0,DEN,Fri,Jul,OAK-DEN,742,7/22/22,-9,-23,0,0,0,0,0,0
F9,DEN,0,SNA,Fri,Mar,DEN-SNA,583,3/18/22,27,13,0,0,0,0,0,1
F9,LGA,0,MCO,Wed,Jun,LGA-MCO,1111,6/22/22,244,215,0,0,215,0,0,1
F9,PHL,0,MCO,Wed,Feb,PHL-MCO,1167,2/16/22,1,-20,0,0,0,0,0,0
F9,ROC,0,MCO,Fri,Feb,ROC-MCO,1291,2/4/22,-19,14,0,0,0,0,0,1
F9,TTN,0,ATL,Fri,Apr,TTN-ATL,807,4/22/22,6,-11,0,0,0,0,0,0
F9,DEN,0,DCA,Sun,May,DEN-DCA,538,5/1/22,15,9,0,0,0,0,0,1
F9,LAS,0,IAH,Mon,Apr,LAS-IAH,2140,4/25/22,28,14,0,0,0,0,0,1
F9,LAS,0,SAN,Sat,Jan,LAS-SAN,2127,1/22/22,68,55,55,0,0,0,0,1
F9,JAX,0,SJU,Mon,Jan,JAX-SJU,124,1/17/22,-11,-24,0,0,0,0,0,0
F9,ISP,0,TPA,Tue,Feb,ISP-TPA,2519,2/8/22,43,43,3,0,12,0,28,1
F9,SNA,0,LAS,Mon,Aug,SNA-LAS,2124,8/22/22,17,13,0,0,0,0,0,1
F9,CVG,0,ATL,Thu,Jul,CVG-ATL,1699,7/28/22,-6,-16,0,0,0,0,0,0
F9,PHL,0,MCO,Thu,Jul,PHL-MCO,1175,7/14/22,-11,-23,0,0,0,0,0,0
F9,DEN,0,FSD,Sat,Aug,DEN-FSD,442,8/20/22,-1,-9,0,0,0,0,0,0
F9,PHL,0,MSY,Fri,Aug,PHL-MSY,2339,8/26/22,26,10,0,0,0,0,0,1
F9,ONT,0,MCO,Tue,Mar,ONT-MCO,1150,3/29/22,65,57,22,0,6,0,29,1
F9,BWI,0,MCO,Fri,May,BWI-MCO,1243,5/20/22,-3,6,0,0,0,0,0,1
F9,PHL,0,MCO,Mon,Jan,PHL-MCO,1165,1/10/22,80,87,68,0,7,0,12,1
F9,SJU,0,JAX,Tue,Jun,SJU-JAX,125,6/28/22,-5,-28,0,0,0,0,0,0
F9,SLC,0,LAS,Sat,Feb,SLC-LAS,2089,2/5/22,-9,-12,0,0,0,0,0,0
F9,SJU,0,RDU,Fri,Jul,SJU-RDU,103,7/8/22,5,8,0,0,0,0,0,1
F9,MCO,0,FLL,Sun,May,MCO-FLL,1330,5/22/22,-9,-11,0,0,0,0,0,0
F9,DEN,0,MIA,Thu,Jul,DEN-MIA,614,7/7/22,2,15,2,0,13,0,0,1
F9,LAS,0,DEN,Sun,Aug,LAS-DEN,772,8/7/22,-7,-6,0,0,0,0,0,0
F9,DEN,0,MSY,Sun,Feb,DEN-MSY,478,2/13/22,-5,-19,0,0,0,0,0,0
F9,BWI,B,MIA,Mon,Sep,BWI-MIA,2983,9/19/22,0,0,0,0,0,0,0,0
F9,DEN,0,GJT,Fri,May,DEN-GJT,783,5/20/22,-4,12,0,0,0,0,0,1
F9,MCO,0,STL,Fri,Mar,MCO-STL,1211,3/4/22,-8,-13,0,0,0,0,0,0
F9,CLT,0,LAS,Thu,Feb,CLT-LAS,2147,2/3/22,-5,-22,0,0,0,0,0,0
F9,SFO,0,LAS,Wed,Feb,SFO-LAS,2076,2/2/22,-8,-16,0,0,0,0,0,0
F9,DEN,0,LAS,Fri,May,DEN-LAS,785,5/20/22,28,52,28,0,24,0,0,1
F9,CLE,0,PHX,Sat,Jul,CLE-PHX,2415,7/23/22,-11,-26,0,0,0,0,0,0
F9,PHL,0,RDU,Fri,Jun,PHL-RDU,1653,6/24/22,28,25,25,0,0,0,0,1
F9,FLL,0,GRB,Sat,Feb,FLL-GRB,2654,2/26/22,-2,2,0,0,0,0,0,1
F9,ROC,B,MCO,Mon,Jan,ROC-MCO,1291,1/17/22,0,0,0,0,0,0,0,0
F9,SNA,0,DEN,Sat,Jan,SNA-DEN,582,1/15/22,-10,0,0,0,0,0,0,0
F9,LAS,0,MCO,Fri,Jul,LAS-MCO,1102,7/8/22,16,7,0,0,0,0,0,1
F9,TPA,0,TTN,Fri,May,TPA-TTN,826,5/6/22,10,15,0,0,15,0,0,1
F9,HOU,0,MCO,Sat,Jul,HOU-MCO,1338,7/2/22,-4,2,0,0,0,0,0,1
F9,SJU,0,PHL,Mon,May,SJU-PHL,109,5/23/22,0,-8,0,0,0,0,0,0
F9,CVG,0,RSW,Sun,Jan,CVG-RSW,1743,1/2/22,-3,-5,0,0,0,0,0,0
F9,PHX,0,DFW,Mon,Jan,PHX-DFW,2702,1/31/22,-11,-29,0,0,0,0,0,0
F9,ISP,0,RSW,Sat,Feb,ISP-RSW,927,2/12/22,67,67,67,0,0,0,0,1
F9,SNA,0,DEN,Thu,Mar,SNA-DEN,582,3/10/22,-4,-10,0,0,0,0,0,0
F9,IAH,0,MCO,Mon,May,IAH-MCO,1250,5/2/22,-3,-8,0,0,0,0,0,0
F9,MCO,0,PHL,Sun,Mar,MCO-PHL,1178,3/27/22,99,84,84,0,0,0,0,1
F9,RSW,0,CVG,Fri,Jan,RSW-CVG,1742,1/7/22,-11,-17,0,0,0,0,0,0
F9,PHX,0,DEN,Sat,Jun,PHX-DEN,752,6/11/22,-10,-2,0,0,0,0,0,0
F9,LGA,0,ATL,Tue,May,LGA-ATL,1511,5/24/22,-1,-11,0,0,0,0,0,0
F9,DEN,0,DCA,Mon,Apr,DEN-DCA,538,4/4/22,25,9,0,0,0,0,0,1
F9,OAK,0,DEN,Sat,Jul,OAK-DEN,742,7/2/22,-5,-18,0,0,0,0,0,0
F9,BUF,0,TPA,Sun,Jan,BUF-TPA,2503,1/23/22,48,30,2,0,0,0,28,1
F9,RDU,0,ATL,Thu,Jul,RDU-ATL,1591,7/28/22,-5,-9,0,0,0,0,0,0
F9,PHL,0,SJU,Sun,Jul,PHL-SJU,108,7/17/22,0,9,0,0,0,0,0,1
F9,ISP,0,MCO,Thu,Feb,ISP-MCO,1097,2/24/22,8,-6,0,0,0,0,0,0
F9,OAK,0,LAS,Fri,Mar,OAK-LAS,2196,3/4/22,1,-3,0,0,0,0,0,0
F9,MDT,0,DEN,Thu,Aug,MDT-DEN,611,8/18/22,16,9,0,0,0,0,0,1
F9,PVD,0,MCO,Mon,Jun,PVD-MCO,1183,6/6/22,26,23,0,0,22,0,1,1
F9,DEN,0,DFW,Sat,Feb,DEN-DFW,506,2/5/22,-8,-21,0,0,0,0,0,0
F9,ABQ,0,LAS,Thu,Sep,ABQ-LAS,630,9/22/22,-5,7,0,0,0,0,0,1
F9,DEN,0,LAS,Wed,Feb,DEN-LAS,771,2/9/22,1,-6,0,0,0,0,0,0
F9,FLL,0,SWF,Sun,May,FLL-SWF,2634,5/22/22,-10,-6,0,0,0,0,0,0
F9,DEN,0,SNA,Fri,Aug,DEN-SNA,583,8/19/22,53,47,15,0,0,0,32,1
F9,MSY,0,PHL,Wed,Aug,MSY-PHL,2338,8/24/22,-5,-14,0,0,0,0,0,0
F9,TPA,0,PHL,Thu,Jun,TPA-PHL,2378,6/30/22,64,46,0,46,0,0,0,1
F9,SMF,0,LAS,Fri,Jun,SMF-LAS,2090,6/17/22,7,6,0,0,0,0,0,1
F9,SNA,0,LAS,Fri,Sep,SNA-LAS,2124,9/16/22,-4,-14,0,0,0,0,0,0
F9,FLL,0,BUF,Wed,Aug,FLL-BUF,2662,8/24/22,325,308,308,0,0,0,0,1
F9,LAS,0,SNA,Wed,Aug,LAS-SNA,2123,8/17/22,-13,6,0,0,0,0,0,1
F9,BUF,0,FLL,Tue,Jun,BUF-FLL,2663,6/14/22,-10,-4,0,0,0,0,0,0
F9,BOS,0,MIA,Wed,May,BOS-MIA,2939,5/25/22,3,-19,0,0,0,0,0,0
F9,BUR,0,LAS,Fri,Mar,BUR-LAS,1982,3/25/22,9,10,0,0,0,0,0,1
F9,DEN,0,LAS,Tue,May,DEN-LAS,769,5/24/22,0,-16,0,0,0,0,0,0
F9,ELP,0,DEN,Mon,May,ELP-DEN,986,5/9/22,-11,-14,0,0,0,0,0,0
F9,SMF,0,ONT,Thu,Apr,SMF-ONT,2750,4/14/22,38,36,0,0,0,0,36,1
F9,SJU,0,MCO,Fri,Jul,SJU-MCO,105,7/22/22,19,29,0,0,10,0,19,1
F9,OAK,0,LAS,Sun,Jan,OAK-LAS,2196,1/16/22,-11,-11,0,0,0,0,0,0
F9,DFW,0,DEN,Sat,Feb,DFW-DEN,509,2/26/22,-4,-9,0,0,0,0,0,0
F9,SJU,0,JAX,Mon,Jan,SJU-JAX,125,1/24/22,77,76,2,0,0,0,74,1
F9,MIA,0,MCO,Mon,Feb,MIA-MCO,1278,2/28/22,11,7,0,0,0,0,0,1
F9,ISP,0,TPA,Mon,May,ISP-TPA,2521,5/23/22,54,46,0,0,46,0,0,1
F9,MCO,0,DEN,Tue,Jun,MCO-DEN,681,6/21/22,2,-25,0,0,0,0,0,0
F9,SJU,0,MCO,Sun,Aug,SJU-MCO,107,8/14/22,8,-7,0,0,0,0,0,0
F9,DEN,0,SAN,Tue,Jan,DEN-SAN,551,1/4/22,13,2,0,0,0,0,0,1
F9,MCO,0,DTW,Fri,May,MCO-DTW,1070,5/6/22,-7,-21,0,0,0,0,0,0
F9,CLE,0,RSW,Tue,Sep,CLE-RSW,2425,9/20/22,10,-12,0,0,0,0,0,0
F9,PHL,0,RSW,Sat,Feb,PHL-RSW,2357,2/12/22,-7,-14,0,0,0,0,0,0
F9,LAS,0,BNA,Thu,May,LAS-BNA,2010,5/5/22,-9,-10,0,0,0,0,0,0
F9,DEN,0,DFW,Thu,Sep,DEN-DFW,506,9/15/22,-4,-9,0,0,0,0,0,0
F9,MKE,0,LAS,Fri,Jun,MKE-LAS,2051,6/3/22,-11,-15,0,0,0,0,0,0
F9,ATL,0,LGA,Sat,Sep,ATL-LGA,1510,9/17/22,39,32,23,0,9,0,0,1
F9,SAN,0,DEN,Sun,Jul,SAN-DEN,554,7/17/22,14,21,0,0,7,0,14,1
F9,OKC,0,LAS,Mon,Jun,OKC-LAS,1991,6/13/22,60,46,6,0,0,0,40,1
F9,DEN,0,LAS,Sun,Jan,DEN-LAS,775,1/16/22,-1,-14,0,0,0,0,0,0
F9,MCO,0,SJU,Thu,Jun,MCO-SJU,110,6/16/22,-2,-3,0,0,0,0,0,0
F9,EWR,0,ATL,Mon,Jan,EWR-ATL,1531,1/24/22,-8,-32,0,0,0,0,0,0
F9,PHX,A,LAS,Tue,Aug,PHX-LAS,2153,8/2/22,0,0,0,0,0,0,0,0
G4,SDF,C,PIE,Mon,May,SDF-PIE,2168,5/23/22,0,0,0,0,0,0,0,0
G4,PBI,0,AVL,Sun,Aug,PBI-AVL,471,8/7/22,29,27,0,27,0,0,0,1
G4,FNT,A,PGD,Fri,Jan,FNT-PGD,1595,1/7/22,0,0,0,0,0,0,0,0
G4,SFB,0,ABE,Sun,Mar,SFB-ABE,352,3/27/22,0,1,0,0,0,0,0,1
G4,MLI,0,PIE,Wed,Feb,MLI-PIE,2041,2/23/22,71,67,0,0,0,0,67,1
G4,IND,0,SRQ,Mon,Apr,IND-SRQ,1124,4/11/22,2,-3,0,0,0,0,0,0
G4,MSO,0,LAX,Mon,Jun,MSO-LAX,1493,6/20/22,-4,-3,0,0,0,0,0,0
G4,MYR,0,PIT,Fri,Jul,MYR-PIT,2059,7/15/22,70,58,0,0,0,0,58,1
G4,PGD,0,CVG,Sat,Apr,PGD-CVG,749,4/2/22,276,272,0,0,0,0,272,1
G4,EWR,0,SAV,Fri,Jun,EWR-SAV,2142,6/24/22,21,13,0,0,0,0,0,1
G4,AZA,0,PVU,Tue,Mar,AZA-PVU,1189,3/15/22,-6,-3,0,0,0,0,0,0
G4,AUS,0,TYS,Mon,Jul,AUS-TYS,2830,7/4/22,12,10,0,0,0,0,0,1
G4,TOL,0,PIE,Thu,Sep,TOL-PIE,2684,9/15/22,-2,-17,0,0,0,0,0,0
G4,TYS,0,LAS,Mon,Sep,TYS-LAS,1416,9/26/22,22,16,9,0,0,0,7,1
G4,PIE,0,TYS,Wed,Feb,PIE-TYS,2634,2/16/22,9,13,0,0,0,0,0,1
G4,SFB,0,GRR,Thu,Sep,SFB-GRR,2204,9/15/22,22,14,0,0,0,0,0,1
G4,LAS,0,FCA,Thu,May,LAS-FCA,81,5/26/22,27,50,0,0,23,0,27,1
G4,PIA,0,PGD,Fri,May,PIA-PGD,1585,5/27/22,124,146,0,0,22,0,124,1
G4,LAS,0,BLV,Fri,May,LAS-BLV,44,5/20/22,69,48,0,0,0,0,48,1
G4,AUS,0,IND,Fri,Jan,AUS-IND,2819,1/21/22,-13,-28,0,0,0,0,0,0
G4,TYS,A,FLL,Thu,Mar,TYS-FLL,2644,3/31/22,0,0,0,0,0,0,0,0
G4,AZA,0,MSP,Sat,Jan,AZA-MSP,3375,1/22/22,-2,11,0,0,0,0,0,1
G4,SYR,0,PGD,Sun,Mar,SYR-PGD,1742,3/13/22,42,68,17,0,26,0,25,1
G4,ORF,0,JAX,Sun,May,ORF-JAX,1148,5/29/22,12,19,0,0,7,0,12,1
G4,CVG,0,PIE,Mon,Mar,CVG-PIE,692,3/14/22,-3,-9,0,0,0,0,0,0
G4,PGD,0,LCK,Fri,Jan,PGD-LCK,1579,1/21/22,5,-3,0,0,0,0,0,0
G4,AZA,0,RAP,Fri,Apr,AZA-RAP,1253,4/8/22,-5,-3,0,0,0,0,0,0
G4,DSM,0,LAX,Mon,Apr,DSM-LAX,869,4/18/22,-1,19,0,0,19,0,0,1
G4,AVL,0,MDW,Fri,Mar,AVL-MDW,479,3/25/22,-15,-13,0,0,0,0,0,0
G4,ICT,0,PIE,Wed,Mar,ICT-PIE,1871,3/9/22,-3,18,0,0,18,0,0,1
G4,PIE,0,MLI,Sat,May,PIE-MLI,2018,5/14/22,-13,-29,0,0,0,0,0,0
G4,AUS,0,PVU,Thu,Jan,AUS-PVU,2792,1/13/22,4,10,0,0,0,0,0,1
G4,MEM,0,LAS,Wed,Sep,MEM-LAS,1716,9/7/22,58,41,14,0,0,0,27,1
G4,PVU,0,HOU,Sun,Aug,PVU-HOU,649,8/21/22,-5,27,0,0,27,0,0,1
G4,PIE,0,AVL,Thu,Mar,PIE-AVL,446,3/10/22,-8,-12,0,0,0,0,0,0
G4,MCI,0,PGD,Fri,Jan,MCI-PGD,1575,1/14/22,61,59,0,1,0,0,58,1
G4,SNA,0,PVU,Thu,May,SNA-PVU,2809,5/5/22,-12,-8,0,0,0,0,0,0
G4,SFB,0,ICT,Thu,Feb,SFB-ICT,2443,2/3/22,-13,-13,0,0,0,0,0,0
G4,SFB,0,IND,Fri,Jul,SFB-IND,2330,7/1/22,38,45,0,0,7,0,38,1
G4,CVG,0,DEN,Mon,Feb,CVG-DEN,672,2/7/22,-8,-13,0,0,0,0,0,0
G4,BLI,0,LAS,Fri,Jun,BLI-LAS,512,6/10/22,-16,-12,0,0,0,0,0,0
G4,PIE,0,HTS,Fri,Jun,PIE-HTS,1931,6/10/22,-8,1,0,0,0,0,0,1
G4,VPS,0,TYS,Sun,Mar,VPS-TYS,2675,3/13/22,-4,7,0,0,0,0,0,1
G4,AZA,0,TUL,Thu,Feb,AZA-TUL,1217,2/17/22,62,48,48,0,0,0,0,1
G4,PIT,0,SRQ,Sun,Jun,PIT-SRQ,2080,6/12/22,174,167,22,0,0,0,145,1
G4,MDT,B,PIE,Sat,Jul,MDT-PIE,2028,7/23/22,0,0,0,0,0,0,0,0
G4,AUS,0,TYS,Mon,May,AUS-TYS,2797,5/30/22,-11,-5,0,0,0,0,0,0
G4,LAS,0,MFR,Mon,Jan,LAS-MFR,43,1/24/22,-10,-15,0,0,0,0,0,0
G4,BNA,B,EYW,Sat,Feb,BNA-EYW,576,2/19/22,-9,0,0,0,0,0,0,0
G4,SRQ,0,BLV,Mon,Aug,SRQ-BLV,2529,8/15/22,-16,-16,0,0,0,0,0,0
G4,SFB,0,ROC,Sat,Apr,SFB-ROC,2419,4/9/22,361,345,345,0,0,0,0,1
G4,LEX,0,MYR,Thu,Aug,LEX-MYR,1891,8/11/22,16,18,0,0,2,0,16,1
G4,SWF,0,SAV,Mon,Aug,SWF-SAV,2159,8/15/22,202,200,51,0,0,0,149,1
G4,MDT,0,BNA,Mon,Sep,MDT-BNA,2735,9/12/22,-14,1,0,0,0,0,0,1
